Wall time,Step,Value
1737629636.7922437,485,-13.018333435058594
1737630563.930526,486,-12.795387268066406
1737631551.4476044,487,-12.74335479736328
1737634072.1941133,488,-13.171878814697266
1737634992.9467225,489,-13.003912925720217
1737635913.6678069,490,-12.443668365478516
1737636834.3977275,491,-12.738896369934082
1737637755.031439,492,-13.173293113708496
1737638675.7867398,493,-12.887322425842283
1737639596.5028746,494,-12.95781421661377
1737640517.283675,495,-13.02950382232666
1737641437.985371,496,-13.2033052444458
1737642358.620308,497,-13.038128852844238
1737643279.4050498,498,-12.666318893432615
1737644200.2807937,499,-12.975768089294434
1737645121.2028987,500,-12.706657409667969
1737646041.78293,501,-13.054462432861328
1737646962.5863738,502,-13.198270797729492
1737647883.1617048,503,-13.17763614654541
1737648804.069647,504,-12.65049934387207
1737649724.958385,505,-13.199809074401855
1737650645.3527467,506,-13.316254615783691
1737651566.1693616,507,-12.762588500976562
1737652486.745427,508,-12.97279167175293
1737653407.104385,509,-12.861054420471191
1737654327.9417095,510,-12.773449897766112
1737655248.5979557,511,-12.591231346130373
1737656169.2769034,512,-13.0601167678833
1737657089.778854,513,-13.238044738769531
1737658010.1729815,514,-13.100574493408203
1737658930.8157475,515,-12.98342514038086
1737659851.5187063,516,-13.105192184448242
1737660772.1229415,517,-13.021761894226074
1737661692.9137905,518,-13.116209030151367
1737662613.5497396,519,-13.319988250732422
1737663534.2008004,520,-13.221867561340332
1737664454.8187954,521,-13.32530117034912
1737665375.4119046,522,-13.216997146606444
1737666296.0335364,523,-13.275260925292969
1737667216.7521105,524,-12.977785110473633
1737668137.2406182,525,-13.312440872192385
1737669058.1402214,526,-13.391276359558104
1737669978.7452722,527,-13.289913177490234
1737670899.35013,528,-13.293715476989746
1737671819.5593154,529,-13.446853637695312
1737672740.66881,530,-13.248956680297852
1737673661.290566,531,-12.62094020843506
1737674582.1391728,532,-12.969996452331545
1737675502.745077,533,-13.071696281433104
1737676423.3468022,534,-13.24952507019043
1737677343.824283,535,-13.425372123718262
1737678264.4245317,536,-13.547632217407228
1737679185.0798268,537,-12.763142585754396
1737680105.9543746,538,-13.18618106842041
1737681026.5201664,539,-13.55658721923828
1737681947.1929948,540,-13.178587913513184
1737682867.5565162,541,-13.487642288208008
1737683787.9342637,542,-13.227531433105469
1737684710.0517187,543,-13.31566333770752
1737685630.6416247,544,-13.1950101852417
1737686551.2254322,545,-13.170270919799805
1737687472.0041652,546,-12.694836616516112
1737688392.541698,547,-13.238736152648926
1737689313.2534325,548,-13.107341766357422
1737690246.0363934,549,-13.509485244750977
1737691469.7075813,550,-13.431879997253418
1737692677.6450236,551,-13.529193878173828
1737693698.5014706,552,-13.2869873046875
1737694677.2043805,553,-13.392925262451172
1737696010.450436,554,-13.088781356811523
1737697353.4498053,555,-13.272241592407228
1737698643.4466698,556,-13.178187370300291
1737699634.7867148,557,-13.22551727294922
1737700917.154458,558,-13.103439331054688
1737702215.3961332,559,-12.82811164855957
1737703524.4205844,560,-13.338343620300291
1737704750.9736466,561,-13.580591201782228
1737705683.104266,562,-13.103410720825195
1737706615.091298,563,-12.9147367477417
1737707547.43924,564,-13.27866268157959
1737708479.8255403,565,-13.460444450378418
1737709412.2716682,566,-13.473170280456545
1737710363.289793,567,-13.366949081420898
1737711516.645506,568,-13.303072929382324
1737712453.9698913,569,-13.276185989379885
1737713535.0206206,570,-12.99077320098877
1737714884.81148,571,-13.57362937927246
1737716157.243584,572,-12.859548568725586
1737717385.1754334,573,-13.632287979125977
1737718589.8065028,574,-13.613603591918944
1737719647.1731322,575,-13.568193435668944
1737720568.2506175,576,-13.610932350158691
1737721488.1733837,577,-13.644610404968262
1737722407.8091152,578,-13.61009693145752
1737723327.9467795,579,-13.256884574890137
1737724247.841162,580,-13.703014373779297
1737725167.8717394,581,-13.420772552490234
1737726088.058408,582,-13.600522994995115
1737727008.2026682,583,-13.22745132446289
1737727928.3159351,584,-13.287198066711426
1737728848.28157,585,-13.535624504089355
1737729768.414475,586,-13.730345726013184
1737730688.384112,587,-13.56478214263916
1737731608.16178,588,-12.79552936553955
1737732527.8014653,589,-13.743812561035156
1737733447.9365604,590,-13.30749797821045
1737734368.2257686,591,-13.749341011047363
1737735288.3161416,592,-13.726566314697266
1737736208.2036765,593,-13.653359413146973
1737737128.0981164,594,-13.357403755187988
1737738048.1902926,595,-13.260931015014648
1737738968.2492266,596,-13.118086814880373
1737739888.1293197,597,-13.257688522338867
1737740808.4233968,598,-12.935769081115724
1737741728.7367158,599,-13.08395767211914
1737742648.9543023,600,-13.340655326843262
1737743569.0931292,601,-13.211557388305664
1737744489.339399,602,-13.352977752685549
1737745409.4319186,603,-13.538759231567385
1737746329.6341195,604,-13.689895629882812
1737747249.8148856,605,-13.487545013427734
1737748170.1266558,606,-13.619735717773438
1737749090.28115,607,-13.696294784545898
1737750010.4952877,608,-13.750460624694824
1737750930.4515998,609,-13.772253036499023
1737751850.5986369,610,-13.133586883544922
1737752770.891424,611,-13.488873481750488
1737753691.1578088,612,-13.669527053833008
1737754611.2376914,613,-13.655370712280272
1737755531.5713134,614,-13.501216888427734
1737756451.8690767,615,-13.813443183898926
1737757371.8143232,616,-13.477824211120604
1737758291.875582,617,-12.745099067687988
1737759212.0195909,618,-13.017374992370604
1737760132.110095,619,-13.028430938720703
1737761052.2720327,620,-13.415634155273438
1737761972.446966,621,-13.34713649749756
1737762892.7693036,622,-13.541046142578123
1737763812.9120584,623,-13.032697677612305
1737764733.0748,624,-13.562177658081056
1737765653.115431,625,-13.641043663024902
1737766573.2630558,626,-13.767372131347656
1737767493.3611257,627,-10.149986267089844
1737768413.4713469,628,-10.22555923461914
1737769333.644064,629,-10.992453575134276
1737770253.8396008,630,-12.442741394042969
